id_movie,title,genres,year,id_Director,Directed_By,LastName_Dir
447,Favor  The,Comedy|Romance,1994,1,Robert,Flexi
448,Fearless,Drama,1993,9,Alias,Remy
449,Fear of a Black Hat,Comedy,1993,9,Alias,Remy
450,With Honors,Comedy|Drama,1993,4,Barnard ,Monnier
451,Flesh and Bone,Drama|Mystery|Romance,1992,6,Petit,Hamon
452,Widows' Peak,Drama,1994,6,Petit,Hamon
453,For Love or Money,Comedy|Romance,1992,2,Janna,Rali
454,Firm  The,Drama|Thriller,1992,6,Petit,Hamon
455,Free Willy,Adventure|Children|Drama,1993,5,Thomas,Jagob
456,Fresh,Crime|Drama|Thriller,1993,4,Barnard ,Monnier
457,Fugitive  The,Thriller,1993,5,Thomas,Jagob
458,Geronimo: An American Legend,Drama|Western,1993,1,Robert,Flexi
459,Getaway  The,Action|Adventure|Crime|Drama|Romance|Thriller,1993,2,Janna,Rali
460,Getting Even with Dad,Comedy,1993,4,Barnard ,Monnier
461,Go Fish,Drama|Romance,1993,1,Robert,Flexi
463,Guilty as Sin,Crime|Drama|Thriller,1993,1,Robert,Flexi
464,Hard Target,Action|Adventure|Crime|Thriller,1993,3,Francois,Tibou
465,Heaven & Earth,Action|Drama|War,1992,6,Petit,Hamon
466,Hot Shots! Part Deux,Action|Comedy|War,1993,7,Richard ,Mallet
467,Live Nude Girls,Comedy,1994,6,Petit,Hamon
468,Englishman Who Went Up a Hill But Came Down a Mountain  The,Comedy|Romance,1994,4,Barnard ,Monnier
469,House of the Spirits  The,Drama|Romance,1993,8,Jirar,Parrier
470,House Party 3,Comedy,1993,10,Pop,Baron
471,Hudsucker Proxy  The,Comedy,1994,5,Thomas,Jagob
472,I'll Do Anything,Comedy|Drama,1994,7,Richard ,Mallet
473,In the Army Now,Comedy|War,1994,4,Barnard ,Monnier
474,In the Line of Fire,Action|Thriller,1992,9,Alias,Remy
475,In the Name of the Father,Drama,1992,2,Janna,Rali
476,Inkwell  The,Comedy|Drama,1993,6,Petit,Hamon
477,What's Love Got to Do with It?,Drama|Musical,1993,3,Francois,Tibou
479,Judgment Night,Action|Crime|Thriller,1993,7,Richard ,Mallet
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993,8,Jirar,Parrier
481,Kalifornia,Drama|Thriller,1993,2,Janna,Rali
482,Killing Zoe,Crime|Drama|Thriller,1994,2,Janna,Rali
483,King of the Hill,Drama,1993,3,Francois,Tibou
484,Lassie,Adventure|Children,1993,2,Janna,Rali
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993,4,Barnard ,Monnier
486,Life with Mikey,Comedy,1992,9,Alias,Remy
487,Lightning Jack,Comedy|Western,1993,9,Alias,Remy
488,M. Butterfly,Drama|Romance,1992,8,Jirar,Parrier
489,Made in America,Comedy,1993,10,Pop,Baron
490,Malice,Thriller,1992,10,Pop,Baron
491,Man Without a Face  The,Drama,1993,8,Jirar,Parrier
492,Manhattan Murder Mystery,Comedy|Mystery,1992,6,Petit,Hamon
493,Menace II Society,Action|Crime|Drama,1993,1,Robert,Flexi
494,Executive Decision,Action|Adventure|Thriller,1995,5,Thomas,Jagob
495,In the Realm of the Senses (Ai no corrida),Drama,1976,8,Jirar,Parrier
496,What Happened Was...,Comedy|Drama|Romance|Thriller,1994,6,Petit,Hamon
497,Much Ado About Nothing,Comedy|Romance,1993,5,Thomas,Jagob
498,Mr. Jones,Drama|Romance,1992,3,Francois,Tibou
499,Mr. Wonderful,Comedy|Romance,1993,5,Thomas,Jagob
500,Mrs. Doubtfire,Comedy|Drama,1993,7,Richard ,Mallet
